Timestamp(ms),Current(uA),D0-D7
21480,10703.691,00000000
21490,10812.584,00000000
21500,10911.602,00000000
21510,11146.494,00000000
21520,10910.890,00000000
21530,10804.395,00000000
21540,10825.596,00000000
21550,11199.963,00000000
21560,11565.031,00000000
21570,11430.811,00000000
21580,11273.352,00000000
21590,11283.149,00000000
21600,11271.676,00000000
21610,11305.905,00000000
21620,11281.082,00000000
21630,11330.845,00000000
21640,11326.864,00000000
21650,11382.836,00000000
21660,11746.152,00000000
21670,11463.550,00000000
21680,11392.270,00000000
21690,11395.363,00000000
21700,11808.701,00000000
21710,11932.009,00000000
21720,11989.851,00000000
21730,11941.002,00000000
21740,11982.755,00000000
21750,11972.304,00000000
21760,11992.619,00000000
21770,12157.250,00000000
21780,11920.614,00000000
21790,11855.349,00000000
21800,11703.788,00000000
21810,11621.942,00000000
21820,11620.425,00000000
21830,11680.918,00000000
21840,11526.006,00000000
21850,11595.879,00000000
21860,11780.177,00000000
21870,12137.323,00000000
21880,11913.039,00000000
21890,11633.338,00000000
21900,11687.940,00000000
21910,11489.011,00000000
21920,11523.559,00000000
21930,11548.051,00000000
21940,11426.511,00000000
21950,11500.854,00000000
21960,11540.686,00000000
21970,11627.175,00000000
21980,12247.942,00000000
21990,11828.032,00000000
22000,11752.306,00000000
22010,11947.820,00000000
22020,12109.520,00000000
22030,12091.849,00000000
22040,12150.513,00000000
22050,12207.607,00000000
22060,12231.177,00000000
22070,12222.805,00000000
22080,12358.361,00000000
22090,12842.138,00000000
22100,12659.836,00000000
22110,12453.180,00000000
22120,12502.466,00000000
22130,12478.624,00000000
22140,12527.737,00000000
22150,12545.390,00000000
22160,12943.823,00000000
22170,13045.542,00000000
22180,13123.044,00000000
22190,13860.431,00000000
22200,13396.179,00000000
22210,13134.780,00000000
22220,13128.187,00000000
22230,13095.721,00000000
22240,13060.818,00000000
22250,13038.377,00000000
22260,12963.996,00000000
22270,12969.584,00000000
22280,12961.045,00000000
22290,13612.022,00000000
22300,13168.662,00000000
22310,13045.120,00000000
22320,13179.113,00000000
22330,13153.792,00000000
22340,13081.595,00000000
