time_s,eeg_amplitude_uv,eeg_blink,cv_ear,cv_blink,bird_y,game_state,score
3.2039,-26.5491,0,0.28705,0,154.82,playing,0
3.2206,-10.3279,0,0.28705,0,154.08,playing,0
3.2366,-10.3279,0,0.28705,0,153.66,playing,0
3.2526,-10.3279,0,0.28705,0,153.53,playing,0
3.2706,1.8817,0,0.3132,0,153.68,playing,0
3.2862,1.8817,0,0.3132,0,154.2,playing,0
3.303,11.2613,0,0.3132,0,154.95,playing,0
3.3196,11.2613,0,0.3132,0,156.06,playing,0
3.3355,17.737,0,0.27308,0,157.39,playing,0
3.3517,22.25,0,0.27308,0,159.0,playing,0
3.3684,22.25,0,0.2923,0,161.03,playing,0
3.3846,25.1849,1,0.2923,0,163.22,playing,0
3.4001,25.1849,0,0.2923,0,157.26,playing,0
3.4163,26.0479,0,0.30907,0,151.58,playing,0
3.4321,26.0479,0,0.30907,0,146.19,playing,0
3.4489,25.3113,0,0.3093,0,141.07,playing,0
3.4659,25.3113,0,0.3093,0,135.96,playing,0
3.4826,24.3809,0,0.3093,0,131.16,playing,0
3.4986,24.3809,0,0.28743,0,126.93,playing,0
3.5143,24.3809,0,0.28743,0,122.97,playing,0
3.5321,11.8386,0,0.28743,0,119.3,playing,0
3.5483,-8.6508,0,0.31883,0,115.53,playing,0
3.5641,-8.6508,0,0.31883,0,112.46,playing,0
3.581,-7.6643,0,0.321,0,109.67,playing,0
3.5975,-7.6643,0,0.321,0,107.02,playing,0
3.6141,14.0052,0,0.31947,0,104.81,playing,0
3.6304,14.0052,0,0.31947,0,102.78,playing,0
3.646,32.3561,0,0.31947,0,101.15,playing,0
3.6628,32.3561,0,0.3059,0,99.81,playing,0
3.6798,32.0439,0,0.3059,0,98.69,playing,0
3.6969,27.3079,0,0.21687,0,97.9,playing,0
3.7132,27.3079,0,0.21687,0,97.42,playing,0
3.729,27.3079,0,0.21687,0,97.25,playing,0
3.7455,21.7561,0,0.1627,0,97.37,playing,0
3.7613,21.7561,0,0.1627,0,97.76,playing,0
3.778,16.717,0,0.17309,0,98.44,playing,0
3.7944,16.717,0,0.17309,0,99.47,playing,0
3.8099,12.4197,0,0.17309,0,100.73,playing,0
3.827,12.4197,0,0.2359,1,102.27,playing,0
3.844,12.4197,0,0.2359,0,104.22,playing,0
3.8607,8.0431,0,0.2359,0,106.5,playing,0
3.877,8.0431,0,0.28861,0,108.92,playing,0
3.893,3.3186,0,0.28861,0,111.8,playing,0
3.9107,3.3186,0,0.28861,0,114.8,playing,0
3.9277,3.3186,0,0.31564,0,118.53,playing,0
3.944,0.489,0,0.31564,0,122.38,playing,0
3.9602,0.489,0,0.30653,0,126.27,playing,0
3.9763,0.489,0,0.30653,0,130.45,playing,0
3.9924,-1.1114,0,0.30653,0,134.91,playing,0
4.009,-1.1114,0,0.29353,0,139.66,playing,0
4.0259,-1.1114,0,0.29353,0,145.01,playing,0
4.0425,-2.1553,0,0.30402,0,150.69,playing,0
4.0582,-2.1553,0,0.30402,0,156.31,playing,0
4.0746,-2.4805,0,0.30402,0,162.21,playing,0
4.091,-2.4805,0,0.31313,0,168.4,playing,0
4.1079,-2.4805,0,0.31313,0,175.29,playing,0
4.125,-3.7244,0,0.29582,0,182.5,playing,0
4.1411,-3.7244,0,0.29582,0,190.02,playing,0
4.1579,-3.7244,0,0.30876,0,197.39,playing,0
4.174,-3.2967,0,0.30876,0,205.53,playing,0
4.1901,-3.2967,0,0.30876,0,213.48,playing,0
4.2072,-3.2034,0,0.30181,0,221.7,playing,0
4.2249,-3.2034,0,0.30181,0,231.32,playing,0
4.2421,-3.2034,0,0.30181,0,240.71,playing,0
4.259,-2.8014,0,0.29844,0,250.43,playing,0
4.2758,-2.8014,0,0.29844,0,260.46,playing,0
4.2929,-2.8014,0,0.30019,0,270.81,playing,0
4.3096,-2.8014,0,0.30019,0,281.48,playing,0
4.3251,-2.8014,0,0.30019,0,291.8,playing,0
4.3422,-3.1723,0,0.29688,0,302.4,playing,0
4.3592,-3.1723,0,0.29688,0,313.98,playing,0
4.3754,-3.1723,0,0.34852,0,325.88,playing,0
4.392,-3.5101,0,0.34852,0,337.08,playing,0
4.4089,-3.5101,0,0.34852,0,348.98,playing,0
4.4258,-3.5101,0,0.32634,0,360.88,playing,0
4.4429,-10.9466,0,0.32634,0,372.78,playing,0
4.4595,-10.9466,0,0.25904,0,384.68,dead,0
4.4756,-10.9466,0,0.25904,0,395.88,dead,0
4.4916,5.9806,1,0.20722,0,407.08,dead,0
4.5077,5.9806,0,0.20722,0,285.0,playing,0
4.5229,21.018,0,0.20722,0,279.04,playing,0
4.54,21.018,0,0.21069,0,273.36,playing,0
4.5563,21.018,0,0.21069,0,267.65,playing,0
4.5724,18.3766,0,0.1915,0,262.56,playing,0
4.588,18.3766,0,0.1915,0,257.74,playing,0
4.6049,18.3766,0,0.1915,0,253.21,playing,0
4.6219,14.5763,0,0.20599,0,248.71,playing,0
4.638,14.5763,0,0.20599,0,244.53,playing,0
4.654,14.5763,0,0.1986,0,240.88,playing,0
4.6701,10.9008,0,0.1986,0,237.51,playing,0
4.6867,10.9008,0,0.1986,0,234.42,playing,0
4.7036,5.5863,0,0.28161,1,231.45,playing,0
4.7203,5.5863,0,0.28161,0,228.8,playing,0
4.736,5.5863,0,0.25843,0,226.59,playing,0
4.7531,3.1072,0,0.25843,0,224.67,playing,0
4.7697,3.1072,0,0.25843,0,222.94,playing,0
4.7854,3.1072,0,0.25843,0,221.59,playing,0
4.801,-0.5236,0,0.25843,0,220.52,playing,0
4.8181,-0.5236,0,0.3023,0,219.74,playing,0
4.8341,-0.5236,0,0.33502,0,219.22,playing,0
4.8502,-1.595,0,0.33502,0,219.02,playing,0
4.8668,-1.595,0,0.33981,0,219.1,playing,0
4.8841,-2.6442,0,0.35178,0,219.5,playing,0
4.9001,-2.6442,0,0.35178,0,220.22,playing,0
4.9168,-2.6442,0,0.33399,0,221.18,playing,0
4.9337,-2.9264,0,0.33399,0,222.51,playing,0
4.9506,-2.9264,0,0.33741,0,224.17,playing,0
4.9668,-2.9264,0,0.32546,0,226.01,playing,0
4.9837,-2.8184,0,0.32546,0,228.28,playing,0
5.0007,-2.8184,0,0.33837,0,230.87,playing,0
5.0191,-2.9845,0,0.32692,0,233.77,playing,0
